,content,label
172,Một bước đi sai lầm,negative
173,"sao dạo này thấy gét trán thánh quá, k phải chỉ mình tui đâu mà g62n 300 ngưới trong fc mỹ tâm o an giang đều ghét gì a thành chung phe với hồ ngọc hà , nói xấu mỹ tâm",negative
174,"Vẫn như mọi lần, Cao Quốc Việt của phòng Chăm sóc & DVKH 24/7, người được mệnh danh là Michael Jackson của VPBank lại khiến khán giả đứng ngồi không yên với giai điệu sôi động của ca khúc My Girl 🎉",positive
175,Cho mình hỏi giá bán hiện tại của SH Mode tại cửa hàng là bao nhiêu? Cảm ơn bạn,neutral
176,Kotex này phế vc ra,negative
177,"Ảnh chụp thiếu sáng rất tệ, đặc trưng của máy Tàu. Cơ mà em mẫu ngon cơm quá",negative
178,Và iPhone 7 sẽ có bàn phím cứng. Đó là bước đột phá về công nghệ.,positive
179,"đã liên kết với vietcombank rồi, giờ liên kết với VPBank nữa có được tham gia km này ko ad???",neutral
180,"Ngày mai chế nào đang chờ BMC air filter cho xe máy : Airblade 125Fi (new ), PCX 125Fi, SH Mode 125Fi, Click 125Fi...chiều mai có hàng nha mấy chế.... - Cty TNHH TM DV Ô Tô Triều Giang - B290/4 Đoàn Văn Bơ, P16, Q4, TPHCM - Email : son.trieugiang@gmail.com... - Hotline : 0908273764 See More",neutral
181,Mình cũng thích cung cách làm việc của Uber và Grap. Đó là quan điểm cá nhân của tôi.,negative
182,"Theo tôi thì so với Mật khẩu Hình ảnh của BlackBerry thì cảm biến vân tay vẫn còn nhiều kẽ hở lắm... chỉ cần bạn ngủ quên, hoặc say xỉn là đủ hiểu. Còn so với cảm biến võng mạc thì nó hay hơn vân tay nhiều đó. Nhắm mắt thì mở trộm bằng răng à.",negative
183,Ship về 500k quất ngay,positive
184,"Mình kết em này,nếu có phải tậu một em về cho kéo cày thay trâu",positive
185,luu Khac Tam: 2000$ nhưng để đạt được tính năng tương tự của D500 thì phải dòng Dx. Ngoài ra ống kính FF chất lượng đắt hơn Dx. Đó chính là những nguyên do. Còn với người sử dụng bình thường thì có thể sử dụng FF cơ bản như D750 là khủng long rồi.,neutral
186,"ipad air của m lên 8 rồi lên 9 chậm đôi lúc đơ nên đành chịu, nhưng Ip5s của m vẫn trung thành với iOS 7...hihi",negative
187,"Thế chắc hẳn là em phải xinh như PARK MIN YOUNG và ngon body , hát hò như HỒ NGỌC HÀ , chắc em tầm tầm HYUNA mẹ r, ác vl :'((à nói nhỏ là a có nhận free ship trà sữa nội thành nhé :3 )",neutral
188,"Trong chương trình ""60 Phút Mở"", MC Tạ Bích Loan hỏi nhóm tình nguyện rằng: ""Họ từ thiện vì ai, để giúp đỡ hay do muốn thể hiện, chứng tỏ bản thân?""",neutral
189,Chả có j đột phá .chết đi Windows Phone,negative
190,"tôi dùng Zenfone2 Ram 4Gb . quảng cáo cũng rầm rộ nhưng dùng rồi toàn thấy thất vọng. bảo hành 4 lần, dung lượng pin 3000mAh mà cứ như 2000mAh, dùng hơn 1 buổi xem web sơ sơ , nghe gọi là hết sạch. Định gọi trung tâm chăm sóc khách hàng của Zenfone mà lên mạng search thử có ai giống mình không, thì thấy toàn bị như vậy nhất là về pin nên thôi khỏi gọi luôn . Haizzzz",negative
191,chụp đẹp quá!,positive
192,"Thưa bạn iphone 6s chạy android chứ không phải ios chạy dùng chíp mediatek chứ không phải apple a9, khuyến mãi thêm thẻ nhớ chứ không có bộ nhớ trong",neutral
193,"lên 1.90 đi bác, bảo đảm pin chờ và cam chụp tốt khá bất ngờ luôn. Mình đang dùng Rom Viper10 bản mod đủ thứ mà pin quá đã.",positive
194,Cùng ủng hộ Viettel Nghệ An nào....quay phát chưa đk đẹp,positive
195,"Có khi bạn bật Bluetooth 24/7 nó mới ngốn pin như thế. Dùng bt điều độ chút thì thời lượng pin sẽ khá hơn nhiều. Smartphone & laptop cũng thế thôi. Bật bt để lâu cái nào chả nóng ran & tốn pin. VHR+ chỉ khá hơn chỗ có thêm cái chip GPS tích hợp vào, mấy cái tính năng còn lại toàn là thêm phần mềm vô cho nó màu mè thôi. Mà pin VHR+ thì nhỏ như hạt đậu nên GPS chỉ trụ đc max 8 tiếng. Đã xác định là chú trọng vào chạy bộ hay điền kinh thì ráng thêm ít tiền nữa quất hẳn con Forerunner 235 về kìa cho sướng.",mix
196,"Mọi người cũng biết, Yamaha Exciter 150 vừa ra mắt vào năm 2015, cho tới nay Exciter 150 mới trải qua có 2 đời (2015 – 2016). Một số nguồn tin đồn rằng Exciter 175 sẽ ra mắt thời gian tới. Liệu đây có phải là sự thật. 😳",neutral
197,"Giữa ipad 3 và Ipad 4 thì cấu hình ipad 4 mạnh mẽ hơn nên hoạt động mượt mà hơn .vi xử lý lõi kép A6X có tần số xung nhịp là 1,4GHz, và đồ họa lõi tứ được tích hợp trên iPad 4. Trong khi đó, chip A6 trên iPhone 5 có tốc độ 1,3GHz với 3 nhân đồ họa. Vì vậy đã xuất hiện một số khác biệt nhỏ về điểm chuẩn giữa iPhone 5 (A6) và iPad 4 (A5X). Các kiểm nghiệm khác cũng cho thấy, iPad 4 được trang bị 1GB dung lượng RAM.",positive
198,"cõ 8GB thì đủ chiến 95% các games hiện nay rồi, bạn yên tâm nhé. Muốn thì bên mình cũng đang có sẵn RAM DDR4",neutral
199,"Cuối tuần rồi, ẻm cũng e thẹn quay clip nhưng chưa dám lộ diện trước đám đông vì xấu hổ nên chỉ e thẹn tập một mình, quay một mình và up một mình, hi vọng một mình lọt vào mắt xanh của Gia Đình Nestlé hiiiiiiii :) Công nhận những thông tin hữu ích từ Nestle là mình thấy đỡ mỏi khi ngồi nhiều. . https://www.facebook.com/100011204914224/videos/vb.100011204914224/179205649129598/?type=2&theater",positive
200,Apple hết ý tưởng cho iphone. Vẫn dậm chân tại chỗ.,negative
201,"Thông tin mới nhất từ VNPT cho biết, dự kiến, 17h40 ngày 13/6/2015 tuyến cáp quang biển AAG sẽ hoạt động trở lại bình thường và ngày 14-15/6 sẽ hoàn thành việc sửa chữa, thay vì ngày 17/6 như kế hoạch trước đây.",neutral
202,"samsung đang mạnh lên, chúc mừng samsung",positive
203,Truoc k có kotex ban dem tôi rất sợ ngày đèn đỏ nhưng từ khj kotex ra tôi rất yên tâm k pai lo ngj hay sợ mỗi khj gặp đèn đỏ tha hồ quẩy mà k sợ tràn băng .nói chung la kotex rất tuyet vời k lời nào tả hết được tuyet tren cả tuyệt,positive
204,Một thất bại nữa của APPLE,negative
205,mình xin nêu thêm ý kiến: . để 60 Phút Mở thêm cuốn hút hơn: . Mời thêm nhiều hơn các bạn trẻ tham gia đối thoại,positive
206,"Dành cho các bạn muốn tìm hiểu các thông tin về Pháp luật nè! . Cổng thông tin Pháp luật – Vilaw là kênh chuyên sâu về pháp luật cho thuê bao di động mạng VinaPhone cập nhật tin tức (tin text, ảnh, audio, videos), thông tin hệ thống văn bản pháp luật, tìm hiểu tình huống pháp luật, xem clip…một cách nhanh nhất ,tiếp cận với pháp luật một cách đơn giản thông qua hình thức tham gia trả lời các câu hỏi trắc nghiệm về luật. . . #vinaphone #VNPT #vilaw #congthongtinphapluat",neutral
207,Dày thêm 1mm nữa ok nhưng pin khủng lên tí là ngon mà cam khả năng cao không bị lồi!,mix
208,asus là chuyên gia nhái mà,negative
209,"Chẳng khoái chiếc này tí nào , nhìn xấu, động cơ cũng 150, chỉ có thể là Exciter thui",negative
210,chờ thế hệ 2 chắc sẽ có camera để facetime,neutral
211,kích thước nhỏ cấu hình khủng kèm máy chiếu mini nữa thì toẹt vời.,positive
212,Phần viền màn hình màu đen vẫn còn dày chán :(,negative
213,Bí thư Đảng ủy Khối Doanh nghiệp Trung ương Phạm Viết Thanh đánh giá: VNPT là tập đoàn tái cơ cấu một cách bài bản và tới nay đã có kết quả trong buổi làm việc với Đảng ủy Tập đoàn VNPT vừa diễn ra . http://www.VNPT.vn/News/Tin_Tuc/ViewNews/tabid/85/newsid/41375/seo/Tai-co-cau-giup-nang-cao-nang-luc-canh-tranh/Default.aspx,neutral
214,"Buồn ơi là buồn,,?))",negative
215,Xin hỏi Uber tôi có nhận mã giảm giá khi giới thiệu người thân nhưng chưa dùng ngay 2 tháng sau tôi mới dùng thì mã báo k dùng được là tại sao?,negative
216,"Sản phẩm của sam sung rất Hoa Lá Cành, dùng một thời gian sau máy bị đơ, có cuộc gọi đến không vuốt để nghe được.",negative
217,giá vẫn cao quá so với giá xuất xưởng,negative
218,"Có cách nào tăng độ chính xác của máy đếm bước chân của i5 ko nhri các bác? Xài cái gì cũng hài lòng, pin bền, push call nhanh, mỗi cái đếm bước chân cùi bắp quá.",mix
219,"Mình dùng bản d850 của nhà mạng at t, mình root máy cài recovery rồi up rom đây, mình đang dùng bản v6 thấy khá ổn",neutral
220,"Đây là bản test nên rất quan trọng, có thể dẫn đến lộ các thông tin, bi quyết phát triển app riêng của hãng. Bỏ 50k$ để mang về nghiên cứu công nghệ cũng ko phải là quá nhiều đối với các hãng công nghệ.",neutral
221,"Hãy để chúng tôi hỗ trợ bạn! Với đường truyền cáp quang tốc độ cao, chúng tôi tự hào đưa đến khách hàng những dịch vụ tốt nhất. . Đăng ký ngay hôm nay để khám phá những ưu đãi tuyệt vời từ MUA HÀNG VNPT! . FIBER ONLINE – MANG SỰ HÀI LÒNG TỚI KHÁCH HÀNG. . ➡ Đăng ký https://muahangonline.VNPT.vn/",positive
222,"Xiaomi nhái bạn ah, cái 10.400 dừng sản xuất rồi. Còn nếu trước kia thì giá nhập từ china về cũng không có giá 250 đâu ah Cái đồ nhái mua về dùng hỏng máy",negative
223,"Trời ơi vertu mạ vàng mà có 150 củ, có lẽ là con vaòtu đó.",neutral
224,Có bị điên mới mua cái đồng hồ điện tử đến 23 triệu. Sao không phải là hàng của thụy sỹ,negative
225,"Vẫn là Uber bạn biết, với diện mạo và màu sắc mới.",positive
226,Các pro cho e hỏi Exciter 135 đời 2012 bây giờ mua giá tầm bao nhiêu thì hợp lý vậy các pro ??,neutral
227,Giờ nói gì cũng chẳng ai tin đâu. Những sp như c2 và Rồng Đỏ đã bị tẩy chay rồi,negative
228,Ta là anh ba cả nhà đều biết . Mày dài trán rộng đó là thọ ta . Mở lộc tài ra cả nhà đều biết . Gia đình Nestle năm nay chi hết . Bao nhiêu quà tết đến với mọi nhà . Nhà nhà thi nhau làm câu chúc phúc . Mong răng năm mới mang lộc về nhà từ gia đình Nestle,positive
229,Nếu chưa bạn hãy nhanh chân ra Cicrle K ( siêu thị 24h ) mua 1 chai dầu gội Clear và đổi vé nhé! Nhanh chân để có cho mình 1 vé ngày mai quẩy và tham gia những trò chơi cực hấp dẫn từ Clear Diving và Hiếu nhà mình nhé! ;) . #TeamTrọngHiếu #FCTrọngHiếu #ClearDiving,positive
230,Bất cập giữa Cục QLVSATTP và đội QLTT đã làm một thương hiệu Việt nữa phải rời khỏi cuộc chơi .....đáng tiếc! . . http://baobinhluan.com/kinh-doanh/xuc-xich-ban-cho-ca-an-2637.html Dù được “minh oan” nhưng Vietfoods gánh chịu hậu quả nặng nề khi hơn chục tấn Xúc Xích tồn kho chỉ có thể bán cho cá ăn với giá 2.000 đồng/kg.,negative
231,Cái vòng này đeo đo vớ vẩn kinh.,negative
232,"Chất liệu cao su, thép, thủy tinh cũng được gọi là cao cấp à?",negative
233,"Nay hàng về đến tay mình trải nghiệm được nửa ngày nên review cơ bản cho anh em tham khảo. Mình sử dụng A6 với iPhone 6s plus (ios 9.3.2): *Thiết kế: - Nhìn bên ngoài không như tưởng tượng. Nhỏ nhắn xinh xắn nên nữ xài cũng đc. Hợp với tay vừa và nhỏ. - Về gia công thì chưa sắc sảo nhìn là biết hàng rẻ tiền. Đặc biệt chắc cái của mình xui hay sao đó ở phần màn hình cuối sát chỗ cảm ứng bị 1 dải mực đen bên trong làm che mất 1 phần thông tin. Nhìn khó chịu lắm nhưng ở trong HCM đổi trả phiền phức nên chắc để xài tạm. *Tính Năng: - Sản phẩm hoạt động tốt mọi chức năng chứ không hề lởm khởm cái thọt cái có như nhiều bạn cm đâu nha (Cái này do các bạn chưa biết cách sử dụng hoặc không rành rọt về công nghệ nên vậy) - Thông báo trên ios thì có mục stick other chứ không có add từng app như android cơ bản vì trên ios ứng dụng muốn push thông báo phải đc cho phép từ người dùng chứ không tự do như bên android nên bên android có mục add thêm để giới hạn. - Thông báo zalo sms các kiểu nhanh không delay và full tiếng việt không hề bị lỗi hay thọt chữ nào cả. Các chữ Ữ Ở Ố Ồ Ế Ệ này nọ hiện tốt hết. tin nhắn dài hiển thị hết luôn nhé, cứ chạm cảm ứng để qua trang đọc tiếp. - Đo bước chân chuẩn, mình cầm đi 10 bước hiện đúng 10 không hơn không kém. Các bạn mua về chạy bộ hay đi bộ khỏi phải lăn tăn sợ sai số quá nhiều nhé. - Nhịp tim mình không có máy chuyên dụng để so sánh. Chỉ thấy là đo tốt và nên đo ở cổ tay dưới ngay mạch sẽ chuẩn hơn vì ở đó ngay mạch máu và da mỏng. - Thông báo cuộc gọi cũng rất tốt không delay và rung tê tái - Báo thức rung tốt mà không biết ngủ say quá rung có biết gì không thì tí ngủ mới thử đc. Chú ý nhớ set ngày nào báo thức chứ chỉ set giờ nó không báo thức đâu nhé. - Chức năng kiểm soát giấc ngủ thì mình chưa ngủ nên chưa rõ - Moveless cũng chưa rõ - Anti lost alert cũng không rõ lắm. Stick on cầm đi ra ngoài nhà xong chạy vào phòng thấy màn nó có sáng lên không biết có âm thanh không. Nói chung chưa rõ cần nghiên cứu thêm - Pin rất tốt. Trong tờ giấy đi kèm trong hộp cũng có ghi rõ rồi. Mức tiêu hao pin tùy vào việc bạn sử dụng chức năng đo nhịp tim thôi Sport > Intelligent > Off. Mình thấy tắt là hay nhất khi nào đi tập gym thì bật chức năng sport lên đo khoảng 1-3h tập là ok. * Với mức giá rẻ gấp mấy lần fibit mà chức năng tương đương và có vài cái vượt trội hơn thì không có gì phải phàn nàn. Mọi chức năng hoạt động tốt cho bạn nào rành về công nghệ và lởm khởm với ai chưa rành. Chỉ hơi thất vọng là cái của mình bị mực dính chỗ màn hình làm hơi khó chịu. *Tips của mình: Sau khi kết nối nếu các chức năng chưa hoạt động tốt bạn vào app vidonn chọn reboot bracelet. Sau đó reboot đt luôn. Sau khi máy mở bạn vào app pair với A6 trực tiếp qua app chứ không pair qua setting bluetooth đt nhé.",neutral
234,"Mùa cưới đến rồi, các chủ thẻ GPBank muốn tổ chức ngày Lễ trọng đại nhất trong cuộc đời một cách hoàn hảo nhất với nhiều ưu đãi thì hãy tìm đến với Voan Wedding&Event Consultant ngay nhé null",positive
235,"Shows quá hay that đáng công đáng giá. Nguyễn Cao Kỳ Duyên mặc những bộ áo dạ hội lụa Thái Tuấn do Thái Nguyễn thiết kế thật là lộng lẫy, duyên dáng và đẹp. Riêng có một bà cụ trong khán giả đã đoán trúng câu trả lời và đã được tặng 4 ngàn đô tiền thưởng, bà cụ rất may mắn và được vui trong ngày Mother's Day.",positive
